"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","Symbol"
"ENSG00000261786",77.3034439334601,-23.6308402434112,2.09294536372224,-11.2907105235583,1.45852814211337e-29,4.0627301398568e-25,"ENSG00000261786",""
"ENSG00000173809",32.0629795295277,7.12729500414398,0.661568423235362,10.7733300953035,4.60054189898592e-27,5.27331208454649e-23,"ENSG00000173809","TDRD12"
"ENSG00000211970",65.163120689255,-22.9332857405366,2.13255077537762,-10.7539224881882,5.6793883516925e-27,5.27331208454649e-23,"ENSG00000211970","IGHV4-61"
"ENSG00000250420",10.8636069926551,-21.7109533142518,2.30358389640976,-9.42485895481789,4.30684013130764e-21,2.99917579643936e-17,"ENSG00000250420","AACSP1"
"ENSG00000211947",1346.76737612345,10.8097923112293,1.28586715202135,8.40661672882504,4.22007302701718e-17,2.35100268335127e-13,"ENSG00000211947","IGHV3-21"
"ENSG00000227196",16.7499175074876,-20.8640488907495,2.8100731125389,-7.42473524893408,1.13005724267946e-13,5.2462907491394e-10,"ENSG00000227196","IGHD4-23"
"ENSG00000188693",8.88177738124542,2.97224287052606,0.454338554101144,6.54191206908754,6.07372129903207e-11,2.41690723977912e-07,"ENSG00000188693","CYP51A1-AS1"
"ENSG00000231419",2.00897468908783,5.81169584618928,0.938347778459413,6.19354143485155,5.88272146673715e-10,2.04829008069954e-06,"ENSG00000231419","LINC00689"
"ENSG00000211595",700.001585164114,-9.46695723401046,1.60005191600403,-5.91665629053664,3.28552269008091e-09,1.01686927258004e-05,"ENSG00000211595","IGKJ3"
"ENSG00000211909",9.83624580919368,-19.4597936163312,3.39502234193041,-5.73186025199066,9.9335101728718e-09,2.61027907122313e-05,"ENSG00000211909","IGHD5-24"
"ENSG00000211959",107.858965884245,-10.1211878906171,1.76771375621377,-5.72558077066472,1.03080487465282e-08,2.61027907122313e-05,"ENSG00000211959","IGHV4-39"
"ENSG00000239951",16440.8796811619,-10.2218018966263,1.83967523416114,-5.55630782369434,2.75540773085423e-08,5.90399094945727e-05,"ENSG00000239951","IGKV3-20"
"ENSG00000163520",34.2904056469233,5.60213407522022,1.06990629956077,5.2360978503632,1.64007026130236e-07,0.000326315408061266,"ENSG00000163520","FBLN2"
"ENSG00000211904",26.1397984863139,-21.3271598792479,4.09785847768145,-5.204464721123,1.94556578893091e-07,0.00036129156700447,"ENSG00000211904","IGHJ2"
"ENSG00000072840",310.287611633123,-6.13022048711003,1.19928162168898,-5.11157711103474,3.19480366464374e-07,0.00052403773729099,"ENSG00000072840","EVC"
"ENSG00000211956",4115.85819687708,-10.0567619606976,1.96752566009976,-5.11137524894474,3.19821990089636e-07,0.00052403773729099,"ENSG00000211956","IGHV4-34"
"ENSG00000171843",530.370265847128,-3.22750977722986,0.648185085870259,-4.97930274482724,6.38137546746454e-07,0.000935543229716973,"ENSG00000171843","MLLT3"
"ENSG00000115484",5560.44532180594,0.909723750090993,0.183774207951893,4.95022538924032,7.41275840534164e-07,0.000983249454194245,"ENSG00000115484","CCT4"
"ENSG00000050030",141.987637535259,-6.50551312629966,1.32619452987253,-4.9053988534585,9.32376784283053e-07,0.00118051615119111,"ENSG00000050030","KIAA2022"
"ENSG00000173040",438.476241659316,-5.53246419691166,1.13828887846753,-4.86033405189724,1.17187841619296e-06,0.00141924666448064,"ENSG00000173040","EVC2"
"ENSG00000139304",752.568649643583,3.94936358487909,0.841261762929139,4.69457160530872,2.67166016511618e-06,0.00310079557913796,"ENSG00000139304","PTPRQ"
"ENSG00000229222",12.9661301061563,1.29710971793635,0.279699302480869,4.63751502571256,3.52622983205426e-06,0.00373182462530364,"ENSG00000229222","KRT18P4"
"ENSG00000237547",26.3715947867168,-21.1193916712359,4.55558313229245,-4.63593596207919,3.55325967950128e-06,0.00373182462530364,"ENSG00000237547","IGHJ2P"
"ENSG00000197461",295.655412092852,-3.94043082065827,0.851407932237023,-4.62813496499267,3.68973535027023e-06,0.00373182462530364,"ENSG00000197461","PDGFA"
"ENSG00000182621",29.5268285733721,3.82197342793345,0.826424670464097,4.62470877809969,3.75125074523432e-06,0.00373182462530364,"ENSG00000182621","PLCB1"
"ENSG00000115504",1070.05355307747,0.721400977769791,0.162940199964333,4.42739715507717,9.53770228981702e-06,0.00916112749251217,"ENSG00000115504","EHBP1"
"ENSG00000084674",2.33397074529577,5.15007840155722,1.17338956743302,4.38906101136032,1.1384113080027e-05,0.0102291764465855,"ENSG00000084674","APOB"
"ENSG00000224411",42.4483829699645,2.32307192388965,0.531140128785611,4.37374583088098,1.22132568705312e-05,0.0106312584415202,"ENSG00000224411","HSP90AA2P"
"ENSG00000185304",1322.02905628568,-6.03134328066551,1.39002694311671,-4.33901177997462,1.43124851587942e-05,0.0120810386090367,"ENSG00000185304","RGPD2"
"ENSG00000134313",4562.61342022693,0.598088799226879,0.139230556522907,4.29567197146468,1.74164959827299e-05,0.0138517716918673,"ENSG00000134313","KIDINS220"
"ENSG00000080824",87869.2976719753,2.06660624225124,0.481621330566702,4.29093586826721,1.7792169669032e-05,0.0138517716918673,"ENSG00000080824","HSP90AA1"
"ENSG00000079841",4.84179545178821,4.77742037881321,1.11434174395713,4.28721297099413,1.80928812988253e-05,0.0138517716918673,"ENSG00000079841","RIMS1"
"ENSG00000053918",1290.93588625618,-4.31266925687805,1.0068147913381,-4.28347824642737,1.83994095350598e-05,0.0138517716918673,"ENSG00000053918","KCNQ1"
"ENSG00000228314",4805.84498539623,-4.2855548342717,1.00259514232581,-4.27446199702317,1.9159938062807e-05,0.0139982462273541,"ENSG00000228314","CYP4F29P"
"ENSG00000169884",199.571606588293,-2.47584227795211,0.58059899468918,-4.26428963983573,2.00539172580096e-05,0.0139982462273541,"ENSG00000169884","WNT10B"
"ENSG00000118495",2574.92671020645,-1.03840683821323,0.243542552244058,-4.26375936625905,2.01015921412372e-05,0.0139982462273541,"ENSG00000118495","PLAGL1"
"ENSG00000162413",2593.3474883833,1.32984579018055,0.327472777108347,4.06093539109834,4.88764971517839e-05,0.0309421551855214,"ENSG00000162413","KLHL21"
"ENSG00000198520",3107.13079912833,-1.82472899235624,0.451347931711097,-4.04284336795019,5.28068985087076e-05,0.03268747017689,"ENSG00000198520","C1orf228"
"ENSG00000178105",1559.74952342583,-0.758783654064727,0.188159670068889,-4.03265829381461,5.51494424983358e-05,0.0333953852345901,"ENSG00000178105","DDX10"
"ENSG00000188659",334.035390823827,2.07983164061191,0.519056639126504,4.00694545418388,6.15090609355808e-05,0.0364539338800128,"ENSG00000188659","SAXO2"
"ENSG00000126467",29.1306174817137,-6.54963850846628,1.64588271870432,-3.97940778770818,6.90871501576697e-05,0.0392739299518753,"ENSG00000126467","TSKS"
"ENSG00000211599",20.9887700320716,-6.99986707593613,1.76373486075823,-3.96877514397311,7.22430099841114e-05,0.0402465808621485,"ENSG00000211599","IGKV5-2"
"ENSG00000120694",16511.4937122418,2.50566327475025,0.632794396625225,3.95967993413545,7.50502801449789e-05,0.0405381851353052,"ENSG00000120694","HSPH1"
"ENSG00000173432",9.14951369138243,1.76068685671378,0.445073481506741,3.95594644451337,7.62322390773531e-05,0.0405381851353052,"ENSG00000173432","SAA1"
"ENSG00000243290",17.386429138203,-5.78912667233926,1.46443772930689,-3.95313952685392,7.71324290853053e-05,0.0405381851353052,"ENSG00000243290","IGKV1-12"
"ENSG00000171105",428.053946990512,-4.45226634435558,1.1314188799865,-3.93511759712611,8.31559694096891e-05,0.0413326842866416,"ENSG00000171105","INSR"
"ENSG00000007392",16294.8075503268,-0.697005954355242,0.177211543670269,-3.93318595346212,8.38273375564788e-05,0.0413326842866416,"ENSG00000007392","LUC7L"
"ENSG00000203995",142.608862061098,-4.43892138865976,1.12919799321269,-3.93103903420033,8.45795370432084e-05,0.0413326842866416,"ENSG00000203995","ZYG11A"
"ENSG00000028116",1865.29865059519,0.761754474042101,0.195147240496655,3.9034857582583,9.48171320831692e-05,0.0448186878803481,"ENSG00000028116","VRK2"
"ENSG00000144381",21257.1332594494,1.97214116477214,0.505263237499715,3.90319544032381,9.49309849197824e-05,0.0448186878803481,"ENSG00000144381","HSPD1"
"ENSG00000176714",100.93744797384,1.72474440281704,0.445355388613651,3.87273724965136,0.000107619830290515,0.0483508124635852,"ENSG00000176714","CCDC121"
"ENSG00000204390",303.989409017192,1.78687543992377,0.461898925744164,3.86854209943211,0.000109488034367151,0.0484093523380477,"ENSG00000204390","HSPA1L"
"ENSG00000118162",483.821279785333,-0.90877971829263,0.236044745913107,-3.85003154709985,0.000118102612073103,0.0498969170786756,"ENSG00000118162","KPTN"
"ENSG00000154118",21.6229304355412,1.83160535649069,0.476652677057132,3.84264149694717,0.000121717198761378,0.0498969170786756,"ENSG00000154118","JPH3"
"ENSG00000018699",1401.1649287176,0.56116699728967,0.146097819904451,3.84103607881813,0.000122516103957953,0.0498969170786756,"ENSG00000018699","TTC27"
"ENSG00000235397",6.40158685318951,2.39817235161629,0.624707393437348,3.83887300968338,0.000123600333097419,0.0498969170786756,"ENSG00000235397","EPN2-AS1"
"ENSG00000072832",66.4341390391966,-5.12092742766471,1.34410814342023,-3.80990730004354,0.00013901890705737,0.0553195950869008,"ENSG00000072832","CRMP1"
"ENSG00000204644",137.675076349224,-8.25809515971856,2.17448795012555,-3.79771943976133,0.000146033478424528,0.0572924301621864,"ENSG00000204644","ZFP57"
"ENSG00000178381",4011.31251289803,0.898642856270437,0.236910545827582,3.79317371935165,0.00014873402535689,0.0575414760599468,"ENSG00000178381","ZFAND2A"
"ENSG00000162997",316.398830893566,1.23498378800594,0.325942643504124,3.78896045859157,0.000151278987705733,0.0577243315416875,"ENSG00000162997","PRORSD1P"
"ENSG00000164430",419.629068899027,1.44190275148454,0.381633483027289,3.77823963465343,0.0001579408631951,0.0594519289770203,"ENSG00000164430","MB21D1"
"ENSG00000120549",117.087113431055,-9.51940394137782,2.52406799568857,-3.77145305024991,0.000162299697585275,0.0602781076831712,"ENSG00000120549","KIAA1217"
